SPECIES,STRAIN,JGILIBRARY,BIOSAMPLE,BIOPROJECT,TAXONOMY_ID,ORGANISM_NAME,SRA_SAMPID,SRA_RUNID,LOCUSTAG,TEMPLATE
Cunninghamella echinulata NRRL 1387,NRRL 1387,GAWHN,SAMN11510238,PRJNA536221,76405,Cunninghamella echinulata,SRS5128964,SRR9721137,FBX74,ZygoLCG
Cunninghamella echinulata RSA 2017_Plus,RSA 2017_Plus,GBNWU,SAMN11493359,PRJNA535046,76405,Cunninghamella echinulata,SRS5392553,SRR10125925,FBN38,ZygoLCG
Cunninghamella echinulata RSA 2018-,RSA 2018-,GBNWW,SAMN11510675,PRJNA536128,76405,Cunninghamella echinulata,SRS5392556,SRR10125928,FBW81,ZygoLCG
Cunninghamella elegans NRRL 1388,NRRL 1388,GAWGU,SAMN11510203,PRJNA536155,4853,Cunninghamella elegans,SRS5127890,SRR9719893,FBX08,ZygoLCG
Cunninghamella elegans NRRL 1390,NRRL 1390,GAWGW,SAMN11510204,PRJNA536156,4853,Cunninghamella elegans,SRS5127892,SRR9719896,FBX09,ZygoLCG
Cunninghamella elegans NRRL 1391,NRRL 1391,GAWGX,SAMN11510205,PRJNA536157,4853,Cunninghamella elegans,SRS5127902,SRR9719906,FBX10,ZygoLCG
Cunninghamella elegans NRRL 1392,NRRL 1392,GAWGT,SAMN11510206,PRJNA536158,4853,Cunninghamella elegans,SRS5127889,SRR9719892,FBX11,ZygoLCG
Cunninghamella elegans NRRL 1393,NRRL 1393,GAWGZ,SAMN11510207,PRJNA536159,4853,Cunninghamella elegans,SRS5127904,SRR9719909,FBX12,ZygoLCG
Cunninghamella elegans NRRL 2310,NRRL 2310,HCXBG,SAMN15741410,PRJNA653111,4853,Cunninghamella elegans,SRS7408904,SRR12690269,H4X38,ZygoLCG
Cunninghamella japonica NRRL 2463,NRRL 2463,HHBHA,SAMN15759829,PRJNA653069,2761443,Cunninghamella japonica,SRS7408902,SRR12690267,H4W96,ZygoLCG
Cunninghamella japonica NRRL 2464,NRRL 2464,HHBHB,SAMN15759867,PRJNA653070,2761443,Cunninghamella japonica,SRS7408906,SRR12690271,H4W97,ZygoLCG
Cunninghamella polymorpha NRRL 1395,NRRL 1395,GWOXN,SAMN16772451,PRJNA676570,90252,Cunninghamella polymorpha,SRS7834702,SRR13201208,IWR46,ZygoLCG
Cunninghamella sp. NRRL A-21238,NRRL A-21238,GAWHO,SAMN11532222,PRJNA536160,2572657,Cunninghamella sp. NRRL A-21238,SRS5128516,SRR9720688,FBX13,ZygoLCG
Cunninghamella sp. NRRL A-21271,NRRL A-21271,GAWHX,SAMN11532702,PRJNA536161,2572658,Cunninghamella sp. NRRL A-21271,SRS5128521,SRR9720693,FBX14,ZygoLCG
Densosporaceae sp. MVC-580,MVC-580,MVC_580,,,,,,,,ZygoLCG
Dichotomocladium elegans NRRL 2754,NRRL 2754,CTHUB,SAMN10361472,PRJNA499666,101130,Dichotomocladium elegans,SRS4287284,SRR8482995,EC960,ZygoLCG
Dichotomocladium hesseltinei NRRL 2912T,NRRL 2912T,GBNUW,SAMN11510680,PRJNA535814,572093,Dichotomocladium hesseltinei,SRS5393849,SRR10127277,FBU34,ZygoLCG
Dichotomocladium robustum RSA 1342,RSA 1342,GBNUO,SAMN11510658,PRJNA535834,64645,Dichotomocladium robustum,SRS5393850,SRR10127278,FBU55,ZygoLCG
Dichotomocladium sphaerosporum NRRL 22118,NRRL 22118,GBNSB,SAMN11510825,PRJNA535819,1265307,Dichotomocladium sphaerosporum,SRS5393848,SRR10127276,FBU40,ZygoLCG
Dicranophora fulva NRRL 22204,NRRL 22204,GPGAC,SAMN13166134,PRJNA581160,101132,Dicranophora fulva,SRS6088880,SRR10999138,GGF34,ZygoLCG
Dimargaris cristalligena RSA 1219,RSA 1219,GWGBX,SAMN15720059,PRJNA650746,215637,Dimargaris cristalligena,SRS7622039,SRR12951116,H4R33,ZygoLCG
Dimargaris verticellata RSA 567,RSA 567,GWGBY,SAMN15759883,PRJNA650747,2761393,Dimargaris verticillata,SRS7622037,SRR12951114,H4R34,ZygoLCG
Dimargaris xerosporica NRRL 3178,NRRL 3178,GWGBZ,SAMN15759855,PRJNA650748,2761399,Dimargaris xerosporica,SRS7622038,SRR12951115,H4R35,ZygoLCG
Dipsacomyces acuminosporus NRRL 2925,NRRL 2925,GPYHY,SAMN13165479,PRJNA581591,4866,Dipsacomyces acuminosporus,SRS6097488,SRR11012897,GGI12,ZygoLCG
Dispira parvispora RSA 1196,RSA 1196,GWWAX,SAMN16772296,PRJNA676427,1520584,Dispira parvispora,SRS7838930,SRR13206014,IWQ62,ZygoLCG
Dispira simplex RSA 1455,RSA 1455,GWWAW,SAMN16810843,PRJNA676426,2789359,Dispira simplex,SRS7838807,SRR13205891,IWQ61,ZygoLCG
Dissophora ornata NRRL 22417,NRRL 22417,BCCTU,SAMN05720457,PRJNA340805,979620,Dissophora ornata,SRS1932017,SRR5192054,BGZ58,ZygoLCG
Echinosporangium transversalis NRRL 5525,NRRL 5525,BCCTS,SAMN06281768,PRJNA364309,64571,Lobosporangium transversale,SRS2358157,SRR5830650,BX616,ZygoLCG
Ellisomyces anomalus NRRL 2465_Plus-T,NRRL 2465_Plus-T,GBNWX,,,,,,,,ZygoLCG
Ellisomyces anomalus RSA 581-,RSA 581-,GBNWY,SAMN11510681,PRJNA535828,101134,Ellisomyces anomalus,SRS5393858,SRR10127286,FBU49,ZygoLCG
Fennellomyces heterothallicus RSA 2348,RSA 2348,COZUC,SAMN10362773,PRJNA500291,1195485,Fennellomyces heterothallicus,SRS4247324,SRR8437491,EDC07,ZygoLCG
Fennellomyces linderi NRRL 2342T,NRRL 2342T,GBNUU,SAMN15741100,PRJNA653173,101136,Fennellomyces linderi,SRS7408903,SRR12690268,H4Y00,ZygoLCG
Fennellomyces linderi NRRL 2342,NRRL 2342,HCXBH,SAMN11532044,PRJNA538881,101136,Fennellomyces linderi,SRS5393847,SRR10127275;SRR12604664;SRR12690268;SRR12604660,FB649,ZygoLCG
Fennellomyces mexicanus sp. nov. RSA 1415_Plus,RSA 1415_Plus,GBNTS,SAMN11532046,PRJNA535815,2184045,Fennellomyces sp. JGI-2019a,SRS5393857,SRR10127285,FBU35,ZygoLCG
Fennellomyces mexicanus sp. nov. RSA 1418-,RSA 1418-,GBNTT,SAMN11532047,PRJNA535816,2572687,Fennellomyces sp. JGI-2019a,SRS5393846,SRR10127274,FBU36,ZygoLCG
Fennellomyces verticellatus RSA 2442_Plus,RSA 2442_Plus,GBNUN,SAMN11510827,PRJNA535822,2184045,Fennellomyces verticillatus,SRS5393854,SRR10127282,FBU43,ZygoLCG
Fennellomyces verticellatus RSA 2446,RSA 2446,CHXZO,SAMN09083442,PRJNA455962,2184045,Fennellomyces verticillatus,SRS3664229,SRR7686430,DER73,ZygoLCG
Gilbertella persicaria Eddy_Hesseltine NRRL A-13613,NRRL A-13613,GAUZP,SAMN11510208,PRJNA536162,101096,Gilbertella persicaria,SRS5119187,SRR9712402,FBX15,ZygoLCG
Gilbertella persicaria var. indica CBS 442.64-,CBS 442.64-,GBNTN,SAMN11510822,PRJNA535813,101096,Gilbertella persicaria,SRS5393855,SRR10127283,FBU33,ZygoLCG
Gilbertella persicaria var. persicaria CBS 190.32-T,CBS 190.32-T,GBNWN,SAMN11510663,PRJNA536115,101096,Gilbertella persicaria,SRS5393856,SRR10127284,FBW68,ZygoLCG
Gilbertella persicaria var. persicaria CBS 246.59_Plus,CBS 246.59_Plus,GBNWO,SAMN11510662,PRJNA403689,101096,Gilbertella persicaria,SRS5393851,SRR10127279,FBU60,ZygoLCG
Gongronella butleri NRRL 1340,NRRL 1340,GAWNG,SAMN11510246,PRJNA536232,101105,Gongronella butleri,SRS5128705,SRR9720877,FBX85,ZygoLCG
Gongronella butleri NRRL 2422,NRRL 2422,HCXBP,SAMN16774033,PRJNA677209,101105,Gongronella butleri,,,IWY21,ZygoLCG
Gongronella butleri NRRL 2795,NRRL 2795,HCXGB,SAMN15741377,PRJNA653094,101105,Gongronella butleri,SRS7409001,SRR12691196,H4X21,ZygoLCG
Gongronella butleri NRRL A-23795,NRRL A-23795,GAWGG,SAMN11510209,PRJNA536163,101105,Gongronella butleri,SRS5126470,SRR9719599,FBX16,ZygoLCG
Gongronella butleri NRRL A-9978,NRRL A-9978,CTHUG,SAMN10361478,PRJNA499684,101105,Gongronella butleri,SRS4287302,SRR8483033,EC978,ZygoLCG
Gongronella sp. NRRL A-20010,NRRL A-20010,HCOOY,,,,,,,,ZygoLCG
Haplosporangium bisporale NRRL A-12553,NRRL A-12553,BCCSG,SAMN05727890,PRJNA340799,1897645,Haplosporangium bisporale,SRS1932021,SRR5192058,BGZ52,ZygoLCG
Haplosporangium lignicola NRRL 2525,NRRL 2525,BCCOW,SAMN05720451,PRJNA340793,979712,Entomortierella lignicola,SRS1932011,SRR5192044,BGZ46,ZygoLCG
Haplosporangium sp. NRRL 3175,NRRL 3175,BCCPO;GWOUU,SAMN05727888,PRJNA340796,1897644,Haplosporangium sp. Z 27,SRS1932019,SRR5192056,BGZ49,ZygoLCG
Haplosporangium sp. NRRL A-10739,NRRL A-10739,BCCTX,SAMN05727889,PRJNA340797,1897648,Haplosporangium sp. Z 11,SRS1932022,SRR5192059,BGZ50,ZygoLCG
Haplosporangium sp. NRRL A-10996,NRRL A-10996,BCCSB,SAMN05727887,PRJNA340798,1897647,Haplosporangium sp. Z 767,SRS1932020,SRR5192057,BGZ51,ZygoLCG
Helicostylum lucknowense NRRL 2892,NRRL 2892,GAUXZ,SAMN06266923,PRJNA366635,1162313,Thamnostylum lucknowense,SRS5128517,SRR9720689,BYT41,ZygoLCG
Helicostylum lucknowense NRRL A-16732,NRRL A-16732,GAWHU,SAMN11510676,PRJNA536132,1162313,Thamnostylum lucknowense,SRS5128517,SRR9720689,FBW85,ZygoLCG
Helicostylum pulchrum RSA 2065,RSA 2065,GBNSN,SAMN11510682,PRJNA535829,562976,Helicostylum pulchrum,SRS5393853,SRR10127281,FBU50,ZygoLCG
Helicostylum sp. NRRL 1397,NRRL 1397,GAWHT,SAMN11566822,PRJNA536133,2575937,Helicostylum sp. NRRL 1397,SRS5128514,SRR9720686,FBW86,ZygoLCG
Hesseltinella vesiculosa NRRL 3301,NRRL 3301,HCXGZ,SAMN02745228,PRJNA243954,101127,Hesseltinella vesiculosa,SRS710783,SRR4063264;SRR1588144,DM01,ZygoLCG
Kickxella alabastrina Benny 63K,Benny 63K,Benny63K,,,,,,,,ZygoLCG
Kickxella alabastrina RSA 2140,RSA 2140,GPGBC,SAMN13165483,PRJNA581163,61397,Kickxella alabastrina,SRS6088944,SRR10999315,GGF37,ZygoLCG
Lichtheimia corymbifera NRRL 1592,NRRL 1592,CTHUP,SAMN13170810,PRJNA585270,42458,Lichtheimia corymbifera,SRS5952264,SRR10841580,GGT65,ZygoLCG
Lichtheimia corymbifera NRRL 2981,NRRL 2981,CTHUH,SAMN10361214,PRJNA499667,42458,Lichtheimia corymbifera,SRS4287303,SRR8483034,EC961,ZygoLCG
Lichtheimia corymbifera NRRL 6379,NRRL 6379,CTHUT,SAMN10361217,PRJNA499672,42458,Lichtheimia corymbifera,SRS4287649,SRR8483380,EC966,ZygoLCG
Lichtheimia corymbifera NRRL A-11155,NRRL A-11155,CTHUU,SAMN10361221,PRJNA499676,42458,Lichtheimia corymbifera,SRS4287650,SRR8483381,EC970,ZygoLCG
Lichtheimia hyalospora NRRL 1305,NRRL 1305,CTHUO,SAMN10361578,PRJNA499696,420593,Lichtheimia hyalospora,SRS4287647,SRR8483378,EC990,ZygoLCG
Lichtheimia ramosa NRRL 1335,NRRL 1335,CTHUW,SAMN10361446,PRJNA499645,688394,Lichtheimia ramosa,SRS4287648,SRR8483379,EC938,ZygoLCG
Lichtheimia ramosa NRRL 3208,NRRL 3208,CTHUN,SAMN10361216,PRJNA499669,688394,Lichtheimia ramosa,SRS4287301,SRR8483031,EC963,ZygoLCG
Lichtheimia sphaerocystis NRRL 6380,NRRL 6380,CTHUS,SAMN10361218,PRJNA499673,688662,Lichtheimia sphaerocystis,SRS4287646,SRR8483377,EC967,ZygoLCG
Linderina macrospora NRRL 5244,NRRL 5244,GBNSH,SAMN11510661,PRJNA535837,4868,Linderina macrospora,SRS5393852,SRR10127280,FBU59,ZygoLCG
Linderina pennispora NRRL 3781,NRRL 3781,CTHUX,SAMN10361243,PRJNA499694,61395,Linderina pennispora,SRS4288462,SRR8484220,EC988,ZygoLCG
Lobosporangium transversale NRRL 3116,NRRL 3116,BCCPH,SAMN05720431,PRJNA340809,64571,Lobosporangium transversale,SRS2358157,SRR5192061,BGZ62,ZygoLCG
Modicella reniformis MES-2146,MES-2146,BCCSY,SAMN05720516,PRJNA340812,1440133,Modicella reniformis,SRS1932137,SRR5192191,BGZ65,ZygoLCG
Mortierella alpina AD071,AD071,BCCSN,SAMN05720461,PRJNA340814,64518,Mortierella alpina,SRS1930914,SRR5190930,BGZ67,ZygoLCG
Mortierella alpina AD072,AD072,BCCSS,SAMN05720462,PRJNA340815,64518,Mortierella alpina,SRS1930917,SRR5190933,BGZ68,ZygoLCG
Mortierella alpina CK1249,CK1249,BCCGZ,SAMN05720518,PRJNA340817,64518,Mortierella alpina,SRS1930926,SRR5190943,BGZ70,ZygoLCG
Mortierella alpina GBA31,GBA31,BCCHH,SAMN05720773,PRJNA340819,64518,Mortierella alpina,SRS1930928,SRR5190945,BGZ72,ZygoLCG
Mortierella alpina NRRL 66262,NRRL 66262,CTHWC,SAMN10361219,PRJNA499674,64518,Mortierella alpina,SRS4289378,SRR8485169,EC968,ZygoLCG
Mortierella ambigua BC1065,BC1065,CHXXH,SAMN09074672,PRJNA463334,1343610,Actinomortierella ambigua,SRS3664051,SRR7686243,DFQ27,ZygoLCG
Mortierella ambigua BC1291,BC1291,CHXXN,SAMN09074671,PRJNA463333,1343610,Actinomortierella ambigua,SRS3664052,SRR7686244,DFQ26,ZygoLCG
Mortierella ambigua NRRL 28271,NRRL 28271,BCCPB,SAMN05720519,PRJNA340820,1343610,Actinomortierella ambigua,SRS1932112,SRR5192167,BGZ73,ZygoLCG
Mortierella antarctica KOD 1229,KOD 1229,BCCSH,SAMN05720774,PRJNA340822,979670,Mortierella antarctica,SRS1932134,SRR5192189,BGZ75,ZygoLCG
Mortierella beljakovae KOD 1040,KOD 1040,BCCSX,SAMN05720775,PRJNA340823,979673,Entomortierella beljakovae,SRS1932032,SRR5192067,BGZ76,ZygoLCG
Mortierella camargensis NRRL 2610,NRRL 2610,BCCOY,SAMN05727885,PRJNA340794,2779863,Haplosporangium gracile,SRS1932652,SRR5192922,BGZ47,ZygoLCG
Mortierella capitata NRRL 22892,NRRL 22892,GWOUT,SAMN16772575,PRJNA676534,64521,Actinomortierella capitata,SRS7834548,SRR13200951,IWR10,ZygoLCG
Mortierella chineii NRRL 5217,NRRL 5217,BCCUA,SAMN05720484,PRJNA340478,64570,Mortierella umbellata,SRS1932132,SRR5192187,BGW40,ZygoLCG
Mortierella chlamydospora AD033,AD033,BCCHP,SAMN05720793,PRJNA340826,101097,Entomortierella chlamydospora,SRS1930902,SRR5190919,BGZ79,ZygoLCG
Mortierella chlamydospora NRRL 2769,NRRL 2769,BCCPW,SAMN05720521,PRJNA340827,101097,Entomortierella chlamydospora,SRS1932035,SRR5192070,BGZ80,ZygoLCG
Mortierella claussenii NRRL 2760,NRRL 2760,CTHPN,SAMN10363166,PRJNA500529,1343614,Mortierella claussenii,SRS4093515,SRR8263949,EDD11,ZygoLCG
Mortierella clonocystis AM1000,AM1000,BCCTG,SAMN05720794,PRJNA340828,979688,Podila clonocystis,SRS1930920,SRR5190936,BGZ81,ZygoLCG
Mortierella clonocystis KOD 947,KOD 947,BCCNY,SAMN05720795,PRJNA340829,979688,Podila clonocystis,SRS1932039,SRR5192073,BGZ82,ZygoLCG
Mortierella cystojenkinii 1230,1230,BCCTH,SAMN05720522,PRJNA340830,979690,Gryganskiella cystojenkinii,SRS1930872,SRR5190889,BGZ83,ZygoLCG
Mortierella elongata GBA34,GBA34,BCCHN,SAMN05720796,PRJNA340835,310910,Linnemannia elongata,SRS1931033,SRR5191061,BGZ88,ZygoLCG
Mortierella elongata GBA40,GBA40,BCCOP,SAMN05720440,PRJNA340836,310910,Linnemannia elongata,SRS1931039,SRR5191070,BGZ89,ZygoLCG
Mortierella elongata NVP5,NVP5,BCCNX,SAMN05720527,PRJNA340837,310910,Linnemannia elongata,SRS1931041,SRR5191073,BGZ90,ZygoLCG
Mortierella elongata NVP71,NVP71,BCCOB,SAMN05720528,PRJNA340838,310910,Linnemannia elongata,SRS1932007,SRR5192040,BGZ91,ZygoLCG
Mortierella epicladia AD058,AD058,BCCNA,SAMN05720441,PRJNA340839,979697,Podila epicladia,SRS1930899,SRR5190916,BGZ92,ZygoLCG
Mortierella epicladia KOD 1059,KOD 1059,BCCTC,SAMN05720442,PRJNA340840,979697,Podila epicladia,SRS1932033,SRR5192068,BGZ93,ZygoLCG
Mortierella epigama NRRL 5512,NRRL 5512,BCCPG,SAMN05720443,PRJNA340841,979699,Podila epigama,SRS1932105,SRR5192161,BGZ94,ZygoLCG
Mortierella exigua NRRL 28262,NRRL 28262,BCCOU,SAMN05720535,PRJNA340842,604196,Linnemannia exigua,SRS1932040,SRR5192074,BGZ95,ZygoLCG
Mortierella gamsii AD045,AD045,BCCHY,SAMN05720529,PRJNA340843,64522,Linnemannia gamsii,SRS1930903,SRR5190920,BGZ96,ZygoLCG
Mortierella gamsii NVP60,NVP60,BCCNZ,SAMN05720530,PRJNA340844,64522,Linnemannia gamsii,SRS1932008,SRR5192043,BGZ97,ZygoLCG
Mortierella globulifera AD054,AD054,BCCHZ,SAMN05720444,PRJNA340845,979702,Dissophora globulifera,SRS1930898,SRR5190915,BGZ98,ZygoLCG
Mortierella globulifera REB-010B,REB-010B,BCCPT,SAMN05720531,PRJNA340846,979702,Dissophora globulifera,SRS1932010,SRR5192042,BGZ99,ZygoLCG
Mortierella horticola AD009,AD009,BCCTN,SAMN05720532,PRJNA340847,311239,Podila horticola,SRS1930870,SRR5190887,BG000,ZygoLCG
Mortierella horticola CK413,CK413,BCCHB,SAMN05720445,PRJNA340850,311239,Podila horticola,SRS1930925,SRR5190942,BG003,ZygoLCG
Mortierella humilis KOD 1050,KOD 1050,BCCTA,SAMN05720536,PRJNA340851,64523,Podila humilis,SRS1932034,SRR5192069,BG004,ZygoLCG
Mortierella hyalina NRRL 6427,NRRL 6427,GWOWP,SAMN16772471,PRJNA676517,64524,Linnemannia hyalina,SRS7833998,SRR13200336,IWQ93,ZygoLCG
Mortierella hygrophila NRRL 2591,NRRL 2591,CTHUY,SAMN10361082,PRJNA499664,979708,Mortierella hygrophila,SRS4288478,SRR8484233,EC957,ZygoLCG
Mortierella isabellina NRRL A-11333,NRRL A-11333,GAUZH,SAMN11510677,PRJNA536134,91625,Umbelopsis isabellina,SRS5119186,SRR9712400,FBW87,ZygoLCG
Mortierella isabellina NRRL A-12504,NRRL A-12504,GAUZN,SAMN11510678,PRJNA536135,91625,Umbelopsis isabellina,SRS5119185,SRR9712401,FBW88,ZygoLCG
Mortierella minutissima AD069,AD069,BCCNO,SAMN05720476,PRJNA340852,64525,Podila minutissima,SRS1930900,SRR5190917,BG005,ZygoLCG
Mortierella minutissima NVP1,NVP1,BCCNS,SAMN05720446,PRJNA340853,64525,Podila minutissima,SRS1931038,SRR5191069,BG006,ZygoLCG
Mortierella multidivaricata NRRL 6456,NRRL 6456,BCCTY,SAMN05720499,PRJNA340801,101098,Gamsiella multidivaricata,SRS1932111,SRR5192166,BGZ54,ZygoLCG
Mortierella nantahalensis NRRL 5842,NRRL 5842,HCOPH;GWOWN,SAMN16772462,PRJNA676558,979717,Linnemannia nantahalensis,SRS7834666,SRR13201153,IWR34,ZygoLCG
Mortierella ovata NRRL 13128,NRRL 13128,CWSCU,SAMN11512125,PRJNA537992,201723,Umbelopsis ovata,SRS5069345,SRR9650581,FB420,ZygoLCG
Mortierella ovata Yip NRRL 13127,NRRL 13127,GAUUO,SAMN11532225,PRJNA538861,201723,Umbelopsis ovata,SRS5128317,SRR9720323,FB629,ZygoLCG
Mortierella parvispora AD039,AD039,BCCHT,SAMN05720480,PRJNA340856,205924,Entomortierella parvispora,SRS1930901,SRR5190918,BG009,ZygoLCG
Mortierella polycephala KOD 948,KOD 948,BCCOA,SAMN05720452,PRJNA340858,41804,Mortierella polycephala,SRS1932030,SRR5192065,BG011,ZygoLCG
Mortierella polygonia AM948,AM948,BCCNG,SAMN05720481,PRJNA340860,979731,Mortierella polygonia,SRS1930922,SRR5190939,BG012,ZygoLCG
Mortierella ramanniana var. autotrophica NRRL 5843T,NRRL 5843T,GBNUA,SAMN15720030,PRJNA650754,205924,Entomortierella parvispora,SRS7620977,SRR10127294;SRR12951079,H4R40,ZygoLCG
Mortierella schmuckeri NRRL 6426,NRRL 6426,BCCPP,SAMN05720483,PRJNA340863,64567,Linnemannia schmuckeri,SRS1932110,SRR5192165,BG015,ZygoLCG
Mortierella selenospora KOD 1015,KOD 1015,BCCSO,SAMN05720454,PRJNA340476,2783965,Lunasporangiospora selenospora,SRS1932018,SRR5192055,BGW38,ZygoLCG
Mortierella sepedonioides NRRL 6425,NRRL 6425,GWOUN,SAMN16810847,PRJNA676589,2789355,Mortierella sepedonioides,SRS7833550,SRR13199772,IWR54,ZygoLCG
Mortierella sp. 14UC,14UC,BCCSU,SAMN05720455,PRJNA340477,1896178,Mortierella sp. 14UC,SRS1932138,SRR5192192,BGW39,ZygoLCG
Mortierella sp. AD010,AD010,BCCTO,SAMN05720791,PRJNA340560,1896179,Mortierella sp. AD010,SRS1930868,SRR5190885,BGX20,ZygoLCG
Mortierella sp. AD011,AD011,BCCTP,SAMN05720798,PRJNA340561,1896180,Mortierella sp. AD011,SRS1930878,SRR5190894,BGX21,ZygoLCG
Mortierella sp. AD031,AD031,BCCNB,SAMN05720799,PRJNA340563,1896182,Mortierella sp. AD031,SRS1930905,SRR5190922,BGX23,ZygoLCG
Mortierella sp. AD032,AD032,BCCNC,SAMN05720491,PRJNA340564,1896183,Mortierella sp. AD032,SRS1930904,SRR5190921,BGX24,ZygoLCG
Mortierella sp. AD094,AD094,BCCTB,SAMN05720438,PRJNA340566,1896185,Mortierella sp. AD094,SRS1930916,SRR5190932,BGX26,ZygoLCG
Mortierella sp. AM989,AM989,BCCNN,SAMN05720439,PRJNA340567,1896186,Mortierella sp. AM989,SRS1930923,SRR5190940,BGX27,ZygoLCG
Mortierella sp. GBA30,GBA30,BCCHG,SAMN05720448,PRJNA340568,1896187,Mortierella sp. GBA30,SRS1930929,SRR5190946,BGX28,ZygoLCG
Mortierella sp. GBA35,GBA35,BCCHO,SAMN05720449,PRJNA340569,1896188,Mortierella sp. GBA35,SRS1931034,SRR5191062,BGX29,ZygoLCG
Mortierella sp. GBA39,GBA39,BCCOO,SAMN05720493,PRJNA340570,1896189,Mortierella sp. GBA39,SRS1931037,SRR5191068,BGX30,ZygoLCG
Mortierella sp. GBA43,GBA43,BCCON,SAMN05720494,PRJNA340571,1896190,Mortierella sp. GBA43,SRS1931040,SRR5191071,BGX31,ZygoLCG
Mortierella sp. KOD 1030,KOD 1030,BCCST,SAMN05720520,PRJNA340821,,,SRS1932023,SRR5192060,BGZ74,ZygoLCG
Mortierella sp. NRRL 1458,NRRL 1458,GWOWT,SAMN16810876,PRJNA676528,2789363,Mortierella sp. NRRL 1458,SRS7834369,SRR13200773,IWR04,ZygoLCG
Mortierella sp. NRRL 1617,NRRL 1617,GWOWS,SAMN16810865,PRJNA676522,2789364,Mortierella sp. NRRL 1617,SRS7834309,SRR13200702,IWQ98,ZygoLCG
Mortierella sp. NVP41,NVP41,BCCNU,SAMN05720450,PRJNA340573,1896192,Mortierella sp. NVP41,SRS1931042,SRR5191074,BGX33,ZygoLCG
Mortierella sp. NVP85,NVP85,BCCOG,SAMN05720496,PRJNA340574,1896193,Mortierella sp. NVP85,SRS1932012,SRR5192045,BGX34,ZygoLCG
Mortierella verticillata AD079,AD079,BCCSZ,SAMN07687489,PRJNA410321,78898,Podila verticillata,SRS2661950,SRR6257767,CPB97,ZygoLCG
Mortierella verticillata NRRL 2611,NRRL 2611,BCCPA,SAMN05720458,PRJNA340806,78898,Podila verticillata,SRS1932009,SRR5192041,BGZ59,ZygoLCG
Mortierella verticillata TTC192,TTC192,BCCOS,SAMN07687234,PRJNA410574,78898,Podila verticillata,SRS2661948,SRR6257765,CPC16,ZygoLCG
Mortierella vinacea NRRL A-13231,NRRL A-13231,GWOUZ,SAMN16772735,PRJNA676516,44442,Umbelopsis vinacea,SRS7833881,SRR13200203,IWQ92,ZygoLCG
Mortierella wolfii NRRL 6351,NRRL 6351,BCCPN,SAMN05720777,PRJNA340479,90253,Actinomortierella wolfii,SRS1932106,SRR11558084;SRR5192162,BGW41,ZygoLCG
Mortierella wolfii NRRL 66265,NRRL 66265,BCCTZ,SAMN05720778,PRJNA340481,90253,Actinomortierella wolfii,SRS1932107,SRR5192160,BGW42,ZygoLCG
Mortierella zychae NRRL 2592,NRRL 2592,CTHWB,SAMN10361244,PRJNA499697,979765,Linnemannia zychae,SRS4289355,SRR8485113,EC991,ZygoLCG
Mortierella zychae PUST F9C,PUST F9C,GBNUC,SAMN11510820,PRJNA535811,979765,Linnemannia zychae,SRS5393869,SRR10127297,FBU30,ZygoLCG
Mucor aligarensis NRRL 3099,NRRL 3099,CUPYW,SAMN10864727,PRJNA519282,1197866,Mucor aligarensis,SRS4604624,SRR8873480,EV169,ZygoLCG
Mucor alternans NRRL 3358,NRRL 3358,HCXHA,SAMN15742006,PRJNA653080,2572688,Mucor alternans,SRS7409022,SRR12691218,H4X07,ZygoLCG
Mucor alternans NRRL A-15142,NRRL A-15142,GAWBB,SAMN11532036,PRJNA536136,2572688,Mucor alternans,SRS5119660,SRR9713219,FBW89,ZygoLCG
Mucor alternans NRRL A-16397,NRRL A-16397,GAWBH,SAMN11533437,PRJNA536137,2572688,Mucor alternans,SRS5121422,SRR9715011,FBW90,ZygoLCG
Mucor aromaticus NRRL A-17745,NRRL A-17745,GAWBT,SAMN11532813,PRJNA536138,2572689,Mucor aromaticus,SRS5122892,SRR9716091,FBW91,ZygoLCG
Mucor azygosporus Benjamin NRRL 3068,NRRL 3068,GAUXN,SAMN11510240,PRJNA536224,1196528,Mucor azygosporus,SRS5128387,SRR9720397,FBX77,ZygoLCG
Mucor bainieri NRRL 2988,NRRL 2988,HASYC,SAMN18251922,PRJNA710995,1095379,Mucor bainieri,,,J3A62,ZygoLCG
Mucor brunneus NRRL 2351,NRRL 2351,GAWBY,SAMN11510172,PRJNA536139,1084247,Mucor brunneogriseus,SRS5123035,SRR9717267,FBW92,ZygoLCG
Mucor caninus NRRL A-12555,NRRL A-12555,GAWAB,SAMN11528544,PRJNA536140,2572690,Mucor caninus,SRS5119265,SRR9712606,FBW93,ZygoLCG
Mucor circinelloides NRRL A-25893,NRRL A-25893,GAWCS,SAMN11510210,PRJNA536164,36080,Mucor circinelloides,SRS5126123,SRR9719146,FBX17,ZygoLCG
Mucor circinelloides f. circinelloides NRRL 3614,NRRL 3614,GBNPZ;HHBHU,SAMN11493362,PRJNA535052,36080,Mucor circinelloides,SRS5393873,SRR12691216;SRR10127301,FBN45,ZygoLCG
Mucor circinelloides f. griseocyanus NRRL 3621,NRRL 3621,CHXYW,SAMN09062782,PRJNA455967,36080,Mucor circinelloides,SRS3664120,SRR7686312,DER78,ZygoLCG
Mucor circinelloides f. janssenii NRRL 2404,NRRL 2404,GAWBW,,,,,,,,ZygoLCG
